input_file,output_file,max_num_migrated_tasks,solutions_found,result_id,num_of_processes,num_of_tasks,imbalance_ratio,speedup,num_migrated_tasks,total_load,max_load,avg_load,min_load,max_load_before_rebalancing,avg_load_before_rebalancing,min_load_before_rebalancing,num_binary_variables,num_constraints,num_inequality_constraints,qpu_access_time,run_time,charge_time,problem_id
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case0.csv,new_outputs/1_varied_imbs_speedup/case_0_k_2_rid_0.csv,2,1,0,8,400,0.007464885467116734,1.010926187815064,2,18304.557609559997,2305.1498794552003,2288.0697011949997,2268.7243557048,2330.33637998,2288.069701195,2257.5401783,336,17,17,31980,4528825,4528825,640c7e28-3b8a-4ee7-886f-6a867f16bede
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case0.csv,new_outputs/1_varied_imbs_speedup/case_0_k_347_resultid_0.csv,347,1,0,8,400,0.0010057794035725149,1.0174493064661896,347,18304.557609559997,2290.3709945744,2288.0697011949997,2286.2492256132,2330.33637998,2288.069701195,2257.5401783,336,17,17,32083,5258866,5000000,e0af952f-77ab-428b-8e74-832cf8930aa7
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case1.csv,new_outputs/1_varied_imbs_speedup/case_1_k_73_resultid_0.csv,73,1,0,8,400,0.007805395479019218,2.9411764705882355,73,13831.30836486,1742.40839958,1728.9135456075,1718.1944503872,5124.730587,1728.9135456075,94.24691198,336,17,17,32034,5197797,5000000,75378b81-5e34-4027-a359-1a2661680f9c
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case1.csv,new_outputs/1_varied_imbs_speedup/case_1_k_354_resultid_0.csv,354,1,0,8,400,0.0002584691441833213,2.963367577033226,335,13831.30836486,1729.3604164120002,1728.9135456075,1728.3509206764,5124.730587,1728.9135456075,94.24691198,336,17,17,32078,5244374,5000000,65c0ec9e-b5a4-434b-8014-b073a9ef8717
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case2.csv,new_outputs/1_varied_imbs_speedup/case_2_k_107_resultid_0.csv,107,1,0,8,400,0.007507354799182425,3.6159451576777593,107,11390.11468888,1434.4530401316001,1423.76433611,1410.3260269204,5186.90352438,1423.76433611,94.75812912,336,17,17,32102,5303028,5000000,28961217-ffc3-4e0b-be14-b6b982a90287
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case2.csv,new_outputs/1_varied_imbs_speedup/case_2_k_352_resultid_0.csv,352,1,0,8,400,0.0002537839986827353,3.642167017201336,349,11390.11468888,1424.1256647163998,1423.76433611,1423.3495798156,5186.90352438,1423.76433611,94.75812912,336,17,17,32058,5374145,5000000,12b55ba1-4b98-4d31-8996-ef4a5012bf0b
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case3.csv,new_outputs/1_varied_imbs_speedup/case_3_k_49_resultid_0.csv,49,1,0,8,400,0.13806995155161556,4.363320404265679,49,8301.78050992,1181.0008678396,1037.72256374,998.0716476231999,5153.0851841,1037.7225637400002,95.34163476,336,17,17,32008,5160028,5000000,c01e8d0a-1dc4-4579-8dde-8aea14559947
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case3.csv,new_outputs/1_varied_imbs_speedup/case_3_k_348_resultid_0.csv,348,1,0,8,400,0.0005903710346164216,4.962833927686298,312,8301.78050992,1038.3352050836,1037.72256374,1037.3639373792,5153.0851841,1037.7225637400002,95.34163476,336,17,17,32062,5232044,5000000,c40c124f-28bf-47d2-b506-010b9026a2bc
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case4.csv,new_outputs/1_varied_imbs_speedup/case_4_k_71_resultid_0.csv,71,1,0,8,400,0.0590402076545981,4.166666666666667,71,9354.591321979999,1238.3610420191999,1169.3239152474998,1137.476097126,5159.83767508,1169.3239152474998,94.25210954,336,17,17,32053,5166171,5000000,cd45d838-e80f-4f78-a20a-c9992405b986
../experiments/varied_imb_ratios/input_lrp/input_table_varied_imbs_case4.csv,new_outputs/1_varied_imbs_speedup/case_4_k_353_resultid_0.csv,353,1,0,8,400,0.0002012920835971004,4.411779475611142,331,9354.59132198,1169.5592908948001,1169.3239152475,1168.9543409352,5159.83767508,1169.3239152474998,94.25210954,336,17,17,32053,5230025,5000000,52f0f11f-2dd6-4080-8d2c-05724dc9ebda
../experiments/varied_num_procs/input_lrp/input_table_4nodes.csv,new_outputs/2_varied_num_procs/nodes_4_k_90_resultid_0.csv,90,1,0,4,400,0.00025508382685189953,3.3855779118208167,89,12192.95525548,3049.0163702918003,3048.23881387,3047.6747879801997,10322.68247604,3048.23881387,187.59217262,84,9,9,32049,5157854,5000000,d2ce1d9f-b6e3-4a99-ac9a-cee8b18bcd8e
../experiments/varied_num_procs/input_lrp/input_table_4nodes.csv,new_outputs/2_varied_num_procs/nodes_4_k_300_resultid_0.csv,300,1,0,4,400,1.3326618379093642e-05,3.3863963887783157,241,12192.95525548,3048.2794365854006,3048.23881387,3048.1867165508,10322.68247604,3048.23881387,187.59217262,84,9,9,32050,4912503,4912503,3b917f3b-65cb-478a-a7c4-5314c1540dd8
../experiments/varied_num_procs/input_lrp/input_table_8nodes.csv,new_outputs/2_varied_num_procs/nodes_8_k_163_resultid_0.csv,163,1,0,8,800,0.0019318319356974596,3.244901910398749,163,25396.24214168,3180.6629266620002,3174.53026771,3168.7254228643997,10320.93920706,3174.5302677100003,188.86241912000003,392,17,17,32098,5433892,5000000,878abaee-04d9-4deb-9b50-9fd2b4289721
../experiments/varied_num_procs/input_lrp/input_table_8nodes.csv,new_outputs/2_varied_num_procs/nodes_8_k_700_resultid_0.csv,700,1,0,8,800,0.00010983056956373184,3.250813476841756,684,25396.24214168,3174.8789281773998,3174.53026771,3173.946063513,10320.93920706,3174.5302677100003,188.86241912000003,392,17,17,32102,5116082,5000000,076d9645-d7c2-4ac7-a04a-7640079bbc47
../experiments/varied_num_procs/input_lrp/input_table_16nodes.csv,new_outputs/2_varied_num_procs/nodes_16_k_350_resultid_0.csv,350,1,0,16,1600,0.0006257342024833864,2.9921193162594473,350,55300.23536682001,3458.4274134684006,3456.2647104262505,3455.2008099636,10348.02746772,3456.2647104262496,188.88993264,1680,33,33,32078,5284218,5000000,e4958972-6e5e-4729-a679-9aeec313f893
../experiments/varied_num_procs/input_lrp/input_table_16nodes.csv,new_outputs/2_varied_num_procs/nodes_16_k_1499_resultid_0.csv,1499,1,0,16,1600,0.00023925251687336645,2.993275438971073,1406,55300.23536682001,3457.0916304572006,3456.2647104262505,3455.594555854,10348.02746772,3456.2647104262496,188.88993264,1680,33,33,32082,5270466,5000000,d6922a2b-485e-49ef-bc56-9bb6fdf1c9d3
../experiments/varied_num_procs/input_lrp/input_table_32nodes.csv,new_outputs/2_varied_num_procs/nodes_32_k_644_resultid_0.csv,644,1,0,32,3200,0.0013654424409706154,3.4040362674062465,644,101942.36807832003,3190.0488910696004,3185.699002447501,3184.0483488984,10859.042119999998,3185.6990024475,181.31871224,6944,65,65,32086,14500161,14500161,6177ac70-cca5-438d-a453-2996be8f89f0
../experiments/varied_num_procs/input_lrp/input_table_32nodes.csv,new_outputs/2_varied_num_procs/nodes_32_k_3098_resultid_0.csv,3098,1,0,32,3200,0.00030036448935238436,3.4076607427174945,3053,101942.36807832,3186.6558733016004,3185.6990024475,3184.9720563953997,10859.042119999998,3185.6990024475,181.31871224,6944,65,65,32048,14244519,14244519,bbb71de0-2e95-4d2f-aef6-f201892cc490
../experiments/varied_num_procs/input_lrp/input_table_64nodes.csv,new_outputs/2_varied_num_procs/nodes_64_k_2353_resultid_0.csv,2353,1,0,64,6400,0.00011445374318465758,5.557815932255557,2353,1714501.65195474,26792.154423226602,26789.088311792813,26786.3988037108,148905.86271286,26789.088311792817,552.5210857399999,28224,129,129,48084,116632120,116632120,acbeb83f-3aaa-41ed-9b8e-e8ee269bca22
../experiments/varied_num_procs/input_lrp/input_table_64nodes.csv,new_outputs/2_varied_num_procs/nodes_64_k_6302_resultid_0.csv,6302,1,0,64,6400,0.00011064861732846137,5.557837078104905,6298,1714501.65195474,26792.052487374003,26789.088311792813,26786.853403092206,148905.86271286,26789.088311792817,552.5210857399999,28224,129,129,48090,116437416,116437416,387b99dc-60b4-4609-bd37-f3a0beb79f27
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_0.csv,11,25,0,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_1.csv,11,25,1,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_2.csv,11,25,2,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_3.csv,11,25,3,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_4.csv,11,25,4,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_5.csv,11,25,5,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_6.csv,11,25,6,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_7.csv,11,25,7,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_8.csv,11,25,8,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_9.csv,11,25,9,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_10.csv,11,25,10,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_11.csv,11,25,11,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_12.csv,11,25,12,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_13.csv,11,25,13,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_14.csv,11,25,14,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_15.csv,11,25,15,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_16.csv,11,25,16,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_17.csv,11,25,17,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_18.csv,11,25,18,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_19.csv,11,25,19,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_20.csv,11,25,20,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_21.csv,11,25,21,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_22.csv,11,25,22,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_23.csv,11,25,23,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_11_resultid_24.csv,11,25,24,8,64,0.13765962870218065,2.912747789099541,11,2018.44196312,287.03749179,252.30524539,221.74874542,836.0678196,252.30524539,12.66603468,224,17,17,32025,5090221,5000000,0fb88cad-eeba-417b-8b74-b8c8ba2152df
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_8tasks.csv,new_outputs/3_varied_num_tasks/tasks_8_k_56_resultid_0.csv,56,1,0,8,64,0.002906250715741552,3.304112987515224,54,2018.4419631199999,253.03850769000002,252.30524538999998,251.9244074825,836.0678196,252.30524539,12.66603468,224,17,17,16054,5001441,5000000,89ab4dbc-130e-454d-9915-815b4dd5366a
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_16tasks.csv,new_outputs/3_varied_num_tasks/tasks_16_k_53_resultid_0.csv,53,1,0,8,128,0.0011883894132913703,3.3605105588966295,53,4002.0733833599998,500.853675625,500.25917291999997,499.987939,1683.1240653999998,500.25917291999997,25.55708884,280,17,17,32108,5321952,5000000,8f9e460b-09cb-4e5c-acbc-ac631dfa209b
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_16tasks.csv,new_outputs/3_varied_num_tasks/tasks_16_k_112_resultid_0.csv,112,1,0,8,128,0.0004419003328007891,3.363018035279071,102,4002.0733833599998,500.48023761499996,500.25917291999997,499.97455179875,1683.1240653999998,500.25917291999997,25.55708884,280,17,17,32053,5223442,5000000,1360dd05-fb66-45b7-ac1d-aa383742b828
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_32tasks.csv,new_outputs/3_varied_num_tasks/tasks_32_k_43_resultid_0.csv,43,1,0,8,256,0.03345040848755758,3.1514894106584306,43,8130.746889119999,1050.34046173375,1016.3433611399998,992.1087518006249,3310.13684274,1016.3433611400001,60.80660821999999,336,17,17,32048,5166702,5000000,1ca558ee-31e2-41af-a081-de01c83207be
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_32tasks.csv,new_outputs/3_varied_num_tasks/tasks_32_k_224_resultid_0.csv,224,1,0,8,256,0.0002901167373881444,3.2559634093078036,211,8130.746889119999,1016.6382193599999,1016.3433611399998,1015.945881605,3310.13684274,1016.3433611400001,60.80660821999999,336,17,17,32069,5214539,5000000,45e69672-6919-4ea8-abfd-42b9017f469d
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_64tasks.csv,new_outputs/3_varied_num_tasks/tasks_64_k_87_resultid_0.csv,87,1,0,8,512,0.025851158793289874,3.200983479669299,87,16190.908002879998,2076.1827170837496,2023.8635003599998,2007.4248149843747,6645.82657816,2023.86350036,120.220232,392,17,17,32050,5351338,5000000,d7ea4de6-0087-42c3-86b7-2c55c74caea2
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_64tasks.csv,new_outputs/3_varied_num_tasks/tasks_64_k_448_resultid_0.csv,448,1,0,8,512,0.00017536919127665238,3.2831568473357753,447,16190.90800288,2024.2184236653125,2023.86350036,2023.4070964165626,6645.82657816,2023.86350036,120.220232,392,17,17,16040,5001250,5000000,4380bbde-957d-49d2-968a-b195020dcef1
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_64tasks.csv,new_outputs/3_varied_num_tasks/tasks_128_k_196_resultid_0.csv,196,1,0,8,512,0.00020978628017019507,3.283043874334895,191,16190.90800288,2024.2880791553127,2023.86350036,2023.5529877284375,6645.82657816,2023.86350036,120.220232,392,17,17,31959,5048991,5000000,2534bbac-e2b6-4ea5-89bc-6dde88e93750
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_128tasks.csv,new_outputs/3_varied_num_tasks/tasks_128_k_896_resultid_0.csv,896,1,0,8,1024,0.00010774018000448111,3.272498721346809,863,32209.66238974,4026.641583070469,4026.2077987175,4025.686925273594,13177.179431920002,4026.2077987175,243.23101042,448,17,17,16048,5011509,5000000,1635aa72-0e6e-468e-8f42-51a559c050f1
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_128tasks.csv,new_outputs/3_varied_num_tasks/tasks_256_k_349_resultid_0.csv,349,1,0,8,1024,0.00016880097287917816,3.2722989337045503,348,32209.662389740002,4026.8874265109375,4026.2077987175003,4025.8530925804685,13177.179431920002,4026.2077987175,243.23101042,448,17,17,32075,5244799,5000000,decb5000-4f3b-41b4-a588-b7270c8ffd54
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_256tasks.csv,new_outputs/3_varied_num_tasks/tasks_256_k_1792_resultid_0.csv,1792,1,0,8,2048,4.186843949528529e-05,3.292153176036561,1741,63897.721195239996,7987.549561639218,7987.2151494049995,7986.682628655156,26296.236658099995,7987.2151494049995,486.4383221,504,17,17,32088,5291248,5000000,04c7281c-c2a6-4e61-9618-a9ea30fb9a77
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_256tasks.csv,new_outputs/3_varied_num_tasks/tasks_512_k_696_resultid_0.csv,696,1,0,8,2048,3.579934638670569e-05,3.292173155705455,675,63897.721195239996,7987.501086486798,7987.2151494049995,7986.832819336875,26296.236658099995,7987.2151494049995,486.4383221,504,17,17,32087,5293052,5000000,2da5f926-1297-40c5-8780-4cb933eca480
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_512tasks.csv,new_outputs/3_varied_num_tasks/tasks_512_k_3584_resultid_0.csv,3584,1,0,8,4096,3.637563361573957e-05,3.2858770322492474,3209,127472.96156878001,15934.699809815744,15934.120196097501,15933.772083546484,52359.46412086,15934.120196097501,1051.35350226,560,17,17,32059,5240806,5000000,9adea377-4256-4d2c-9e6c-d1bb5b0ebe58
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_512tasks.csv,new_outputs/3_varied_num_tasks/tasks_1024_k_1407_resultid_0.csv,1407,1,0,8,4096,2.8765896593153443e-05,3.2859020361900906,1406,127472.96156878001,15934.578555351365,15934.120196097501,15933.511282407422,52359.46412086,15934.120196097501,1051.35350226,560,17,17,32066,5178424,5000000,5f7cb1ef-cb9d-4305-a299-d7232f85ebf5
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_1024tasks.csv,new_outputs/3_varied_num_tasks/tasks_1024_k_7168_resultid_0.csv,7168,1,0,8,8192,7.022434460231137e-06,3.2960727365506424,6624,254825.70872307994,31853.43727748978,31853.213590384992,31852.802061472285,104991.24617575998,31853.213590384996,2044.24471858,616,17,17,32069,5229098,5000000,f852baea-9922-4c53-a566-9e1cfa2c3a0a
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_2048tasks.csv,new_outputs/3_varied_num_tasks/tasks_2048_k_2800_resultid_0.csv,2800,1,0,8,16384,0.005666677250386754,3.267996044007935,2800,510074.46222304,64120.61119676532,63759.30777788,63217.35830010843,209545.9037304,63759.30777788,3940.82293512,672,17,17,32069,5392513,5000000,81160bc8-e7a5-40d6-b69a-aaaf0592deec
../experiments/varied_num_tasks/input_lrp/input_table_8nodes_2048tasks.csv,new_outputs/3_varied_num_tasks/tasks_2048_k_14336_resultid_0.csv,14336,1,0,8,16384,4.272849126834128e-06,3.2865006801233076,11993,510074.46222304,63759.580211782566,63759.30777788,63758.8162268924,209545.9037304,63759.30777788,3940.82293512,672,17,17,32073,5222489,5000000,dfd300e7-897d-464a-bed2-2f408d30b160
